Downtime_Minutes,Users_Affected,Transactions,Financial_Loss_INR,Data_Risk_Transactions_Lost
11.31,13671,1293,35709,1066
14.06,43883,5707,118937,1941
29.08,31495,5088,96269,1694
43.13,109,19,14475,13
39.9,48855,4918,134903,4159
50.53,45313,8646,151814,6713
0.98,15303,1317,37239,1026
1.47,43891,2725,101495,1406
46.73,5421,1023,31929,670
22.85,10478,1372,33276,1046
25.89,48947,5027,129616,3902
1.62,7606,1404,22335,910
8.84,10319,1716,30533,1338
30.51,30055,5255,94812,1661
58.81,34324,3221,107302,2787
74.66,32911,5957,127863,4898
20.82,40194,5927,114772,1962
23.66,28869,4639,86685,2558
53.7,10186,986,44978,839
23.14,28457,2468,74820,1499
21.82,40644,4520,108985,1604
70.64,26962,3674,101981,3232
46.81,19055,2856,68403,1471
71.93,47760,5955,155797,3631
7.39,8300,1285,24028,872
22.29,5732,895,21202,715
55.44,13800,2068,58582,1703
3.53,34730,3044,85012,2106
47.49,19609,2293,67047,1992
6.06,4811,793,14333,342
49.53,30971,5669,107714,4778
28.4,2557,320,14282,132
6.44,11296,2236,34589,1870
19.24,12939,986,35026,423
34.36,39567,3310,105755,2421
30.14,13267,1580,42708,1248
16.72,8559,1081,25941,577
68.89,7257,824,47222,303
21.97,44921,5146,120721,2663
21.15,2814,346,12220,116
1.93,21030,2061,52498,1433
76.58,27317,1902,97650,1366
5.85,40232,7781,120076,3587
22.55,31217,5283,94201,3650
48.82,15356,2644,60989,886
7.28,44866,4699,114209,1498
22.48,9683,1070,30046,582
8.26,24025,4573,72102,2701
42.78,42142,8257,139557,2569
24.93,24969,4778,80050,3124
58.13,12371,1810,55953,1447
67.49,2935,253,34855,138
31.39,8113,1141,30722,853
38.77,13339,1845,47974,720
23.9,29640,5520,92723,3409
14.56,37073,3586,94852,2773
31.33,46721,3742,120921,2653
71.67,2254,202,35857,155
16.17,21592,1867,55770,1367
11.32,43404,6391,120668,2381
14.75,4023,691,14334,249
17.15,31658,3330,83516,2948
2.29,42914,3281,102406,1933
20.7,22568,2289,61290,1692
20.46,40130,5296,111365,3754
26.63,36736,5498,107834,1795
13.52,3890,515,12840,307
28.49,44092,3902,115296,2391
63.17,25520,4790,100090,3760
93.35,32315,3737,128410,3278
26.28,1373,163,10298,77
1.31,26780,5224,79754,1751
104.44,44027,7936,181102,4644
36.71,12534,2142,46899,680
12.28,46196,3575,112419,1899
4.78,47571,8358,137453,3877
4.64,9504,1124,25128,501
5.51,40679,3311,98559,996
1.4,10587,2102,31766,946
69.73,10489,795,54067,391
23.35,29485,5551,92365,4699
36.12,35132,1759,89910,620
52.83,48233,5579,143558,4241
47.04,31489,1715,87684,1260
64.27,48064,8981,166793,4452
102.57,18094,1246,94357,1051
17.34,9710,1465,30356,1015
90.07,18270,2643,92498,946
38.54,13969,2330,51552,984
2.2,19966,3235,56270,1749
34.35,23030,1263,62441,1111
34.82,10169,1100,36111,504
70.89,43967,4325,139401,2408
14.0,49054,9611,148782,6116
26.38,8671,1441,31320,739
0.37,23079,3604,64189,2596
12.11,11592,1348,32030,938
1.93,49945,9172,145883,3084
22.14,30390,1596,73967,889
51.02,47348,3989,132863,3066
6.94,28821,4445,80780,3040
22.49,31943,4033,89382,2323
6.85,10682,1389,29204,1024
3.86,23509,2643,60611,1856
21.46,7133,534,21907,428
2.47,24177,1811,57603,598
26.56,26555,2500,72452,1552
0.96,27485,3304,71536,2300
3.39,947,164,3025,115
23.96,11263,1318,34978,1124
26.85,9804,1810,35614,990
0.88,44962,3060,105265,2377
25.56,31949,2899,84852,2236
54.7,6432,389,35035,179
38.44,5748,727,27046,335
4.22,31893,2025,74344,1753
26.93,19804,3353,63360,1658
33.47,18941,1060,52861,581
1.14,28138,3413,73401,2260
58.0,3550,401,31192,196
71.02,8518,684,50381,476
57.0,48818,6738,152845,3191
52.23,34675,3741,106926,2305
40.99,45368,3615,121932,2298
30.11,31824,5536,99587,4319
34.05,48573,7242,143292,5909
49.26,33286,1724,92477,1222
32.59,48990,6137,137965,2835
11.91,26551,2408,67197,1392
14.15,3255,609,12215,388
68.21,9210,1462,53895,699
0.52,23848,3380,64614,2920
36.0,29548,1872,79256,683
92.88,32686,6197,141116,4958
36.75,20302,1454,59012,808
153.04,45331,5331,211982,4623
34.9,35499,5401,108311,3346
1.05,20158,2503,52884,1846
52.64,4730,862,32863,638
10.05,6968,1221,21633,877
17.72,38381,2698,93981,889
11.22,34697,4949,96018,3332
9.38,9955,575,24221,481
16.94,48798,7714,139651,6218
14.28,45479,7294,130126,6192
30.1,24760,2517,70361,1426
50.32,31839,5348,108267,3063
10.58,3912,578,12433,453
7.21,17370,2181,46613,1051
32.98,24078,2848,71865,2161
33.29,11631,771,36720,464
69.42,28883,3745,105410,1717
0.48,13336,979,31583,671
57.53,30193,4480,104602,2139
22.08,4247,591,16637,415
29.13,18615,1741,53796,1116
2.87,28370,2469,69328,1810
17.0,2859,347,10958,228
7.74,43838,5561,116556,4198
8.8,25416,4312,73697,3870
21.04,2976,284,12197,164
50.21,45580,5037,134135,3319
40.85,13432,1363,46734,492
26.82,10003,1091,32406,949
23.26,49307,6659,137517,4380
16.72,36230,4841,100084,1750
108.04,43919,4576,166865,2471
24.64,9298,1305,31237,455
8.79,37871,5393,104009,3226
7.84,15832,2042,42972,952
28.35,40773,4805,113119,2422
22.2,20587,1270,52752,433
0.23,1881,246,4997,186
53.17,13512,2120,57009,1705
36.53,31654,2605,87374,1000
32.53,44224,7371,134578,5531
2.14,31585,4357,85111,1643
13.49,26754,2290,67434,804
82.18,33245,2474,116108,911
59.54,38913,3378,117689,1077
10.09,46478,7616,132637,4003
5.13,16765,1468,41450,1279
17.89,13026,1986,39763,1667
13.19,19403,2558,53992,1276
34.39,47902,6324,137508,4912
101.83,12456,2215,87364,1760
13.53,39852,7221,118297,2825
1.93,36462,4759,96852,2082
68.37,47226,2823,136833,2016
1.16,12724,943,30225,432
91.58,39438,7583,160610,6543
32.77,27568,1935,74191,848
85.26,31028,5439,128613,4239
6.68,24890,3262,66953,2462
1.25,21214,1423,49612,857
20.1,29194,5486,90322,2512
17.97,2220,420,10348,134
12.08,44853,6382,123715,5086
94.86,35738,3871,137024,2038
51.88,885,124,21072,62
32.5,1037,149,12084,48
5.33,42749,6126,116743,2394
39.76,30069,4811,96730,2505
38.95,28387,1705,77453,1218
16.61,42316,2766,101845,1173
77.62,35980,3325,122779,1323
5.48,16397,1679,41830,767
9.33,22916,3338,63947,1569
1.96,40305,3054,96017,1667
47.61,4634,607,28727,313
29.17,9629,749,30878,257
11.35,22113,2284,57557,1531
5.37,30189,5745,89724,2173
1.23,6271,1156,18390,949
5.47,41329,7975,123173,6505
18.11,17974,2493,52267,856
8.52,38909,4871,103415,2668
8.99,21253,3768,62694,2208
62.52,39257,2431,115387,2181
21.72,28529,5613,90183,2530
39.2,6741,804,29772,547
1.09,42501,6433,117223,3694
13.63,23639,3764,68614,2864
19.57,25467,3675,73637,1650
6.19,21826,4010,64471,2841
3.84,49611,4624,122718,1747
61.28,4777,620,36637,191
84.12,5239,600,52053,186
2.46,24796,3858,69075,2297
12.88,20613,2252,54796,1717
95.31,11257,2070,79386,1338
2.6,12932,1597,34059,513
30.95,47977,6256,135845,3949
107.5,46123,5719,176573,2104
114.81,36560,5242,160837,4608
19.12,8305,1051,26043,537
5.33,5525,1053,16930,633
6.77,4000,278,10271,139
66.11,11911,619,53793,359
72.8,8562,1098,53674,960
28.09,38481,6337,116089,2891
43.6,29234,4304,94380,3145
40.4,17006,3306,63383,2489
32.53,2917,225,16233,93
52.68,5050,778,33108,573
34.69,35707,6155,112406,4239
22.91,47201,8817,143968,4184
8.11,24373,3151,65656,1933
40.86,7591,793,32208,518
19.24,8114,1568,28288,1257
10.48,7791,1314,23847,492
48.58,542,65,18337,57
35.79,22878,3378,73352,2572
83.1,30979,2843,114050,1765
5.43,26759,3805,73174,2913
31.43,48888,6404,138604,4738
8.4,27603,1542,64133,888
70.17,9513,1711,56972,858
3.14,48677,6013,127697,5370
32.03,11741,1431,39699,1188
46.97,43500,4024,123217,3503
13.15,29999,2383,74297,784
92.46,47247,4427,161084,3493
57.06,27038,3988,95567,3328
10.47,45563,2945,107545,1726
0.23,994,99,2488,82
10.56,44962,8849,135884,3190
9.91,35121,3186,87731,1071
66.21,30036,5856,116288,2781
102.45,30860,2028,123707,640
2.19,34878,5897,99403,4189
19.12,23341,2706,64392,2316
23.84,46542,3687,117340,1758
2.93,28866,4852,82242,3375
14.22,21119,1078,50309,626
11.44,27891,2846,71947,1289
23.04,24292,3418,71203,2909
32.47,39865,3374,105850,2951
36.47,29280,2924,84192,1113
4.41,43620,2779,101598,2112
50.29,43906,7814,144714,3229
34.05,42105,4771,117998,2828
65.97,37701,2706,115721,1397
17.9,29999,2395,75759,1069
67.3,47902,4372,145268,3084
60.25,35802,3022,110095,2457
17.31,12671,1590,36892,1222
14.4,471,87,4108,63
81.01,30293,2350,108791,798
37.68,15486,1827,51669,654
79.04,39866,5963,144678,3451
47.83,14564,1129,51313,715
28.19,17887,1307,49794,959
3.69,21086,1545,50251,793
10.34,49125,8955,144686,2809
104.06,28751,4504,133098,1448
11.54,46274,4648,117749,3778
2.94,21157,3922,62175,1479
36.88,29972,5785,100069,4987
39.73,10812,1186,40074,592
10.08,17491,2213,47647,1438
10.6,28022,2906,72299,1165
18.98,767,64,5989,36
0.66,16425,2742,46586,2263
46.72,1546,227,20195,202
11.44,15990,1679,42310,1275
57.68,26583,1386,81996,1051
48.68,27043,4449,93313,3697
32.49,26781,3256,79100,1455
11.79,37236,2270,87845,1683
21.79,38185,2622,94565,1664
17.65,35897,5178,101392,2366
12.41,41100,5423,111502,1807
56.54,13125,1129,53153,474
19.82,30040,2132,75152,1471
53.64,22863,4177,86255,2681
3.34,24801,1741,58611,594
4.56,17261,1084,40428,690
113.59,41895,5990,174270,3200
26.59,25554,2245,69186,693
21.39,37357,5547,107394,4691
22.22,13215,1630,39815,741
7.27,39138,3197,95241,2020
38.05,47099,2846,120163,1859
2.66,9128,553,21237,331
25.55,41584,5733,118291,2544
25.37,42311,6927,125647,3771
73.67,7788,1195,53165,566
22.41,37109,5155,105296,2887
4.42,41794,3412,101113,1192
25.51,23355,4186,74082,1672
2.87,14311,2065,39190,789
6.84,16652,2566,47027,1685
0.95,46717,3904,113000,2707
21.6,42208,3765,108261,3194
2.65,41359,7698,121423,3520
19.01,11613,1409,34415,755
81.07,5133,683,50176,459
38.16,621,41,13235,36
2.42,30924,3376,78915,1805
7.62,13356,2444,39982,1157
33.59,44644,8260,140323,4399
67.53,26393,4210,101582,2044
1.0,30707,4048,81704,1421
50.21,12893,2444,55795,1240
24.75,24977,4515,78686,2940
23.7,41712,7381,126096,3023
94.97,36169,6592,151572,5274
41.31,20643,2435,66735,1804
56.94,27313,3518,93697,2234
13.11,18763,2131,50554,1582
24.25,42682,6872,125693,3367
28.67,29090,4037,86039,1695
11.64,34549,2088,81523,1681
25.34,13216,931,37463,736
8.1,32959,2598,80060,1926
4.64,3806,573,10977,260
14.05,16247,1079,40522,546
40.33,33828,4435,102637,2343
74.38,20643,3635,91531,1492
18.36,33711,6476,103735,4896
30.89,49470,5651,135777,2321
3.26,8995,1169,24129,506
70.45,22512,3933,94253,1293
25.22,33114,6303,104076,4399
45.47,13351,1448,49272,1241
47.46,45097,4643,129757,2740
8.89,5209,612,14803,513
22.6,24732,2178,65725,1752
96.93,29840,5339,134088,4147
2.82,12251,1197,30723,479
34.47,46265,5432,129809,2859
98.31,29833,2923,123022,2041
10.72,6425,435,16781,220
59.3,22791,3213,84476,2334
81.39,29528,4079,116163,1926
41.24,10150,956,38322,512
7.89,2012,110,5682,81
12.19,37089,7065,111632,2619
1.09,7474,772,18865,596
53.42,33134,4334,107458,3153
56.84,47557,3403,133553,1938
30.05,19966,1750,56917,984
13.04,46778,5392,122870,4550
2.4,26356,3540,70597,2583
41.96,27869,4963,94142,3335
38.9,10298,963,37540,788
73.12,29381,5311,116578,2650
39.34,4664,553,24429,261
52.93,37096,4262,114755,1815
41.11,7255,794,31657,486
29.88,48052,8789,148216,7847
16.7,33185,2908,84323,2492
69.72,810,144,31447,82
31.58,11488,727,35483,266
15.24,8742,1689,28904,1393
2.61,26557,3331,69980,2843
10.3,18227,3642,56317,1467
23.54,34191,4827,98227,4006
9.67,11852,801,29213,454
7.5,4337,256,10981,78
22.48,3151,248,12872,214
5.58,30269,3425,78322,1115
48.34,21148,3427,76238,1099
19.87,43411,2175,102125,1909
25.59,19188,1700,53348,728
4.78,5775,797,16058,504
11.77,39655,3754,100099,3249
15.83,2740,283,10045,244
49.54,12417,1181,48173,477
44.11,44508,8589,146609,5223
7.57,40244,2409,93574,732
28.73,41006,7632,127870,2703
8.37,38230,3765,96495,3271
133.31,33562,2919,158678,1602
91.17,20737,3784,103922,1476
24.85,10485,975,32039,661
36.01,15301,3031,56561,1224
48.5,34636,4579,109054,4066
38.3,24767,3008,76423,2113
36.1,45484,8936,146493,4657
95.5,271,22,47315,11
27.22,35617,6637,111521,5642
30.34,35970,4990,105247,4176
56.77,49872,8141,161834,7082
33.25,47475,6518,137126,3729
39.61,38082,5438,115817,4407
8.0,32944,2412,79080,1425
13.92,18682,1359,46756,923
4.78,4337,475,11571,287
21.14,30565,3116,81570,2071
18.25,6127,960,20951,581
175.95,13341,2113,153940,830
28.34,10467,1408,35517,513
46.32,27583,3042,86136,2630
12.19,15131,2292,43851,1388
53.43,35412,5421,117458,4689
28.64,32123,5504,99430,3916
35.82,28288,4858,91585,1716
10.46,49239,2975,115045,1252
23.86,35725,3790,96229,2882
30.16,34421,3889,96567,1581
26.68,6374,1128,25279,343
74.02,12656,1585,65079,581
68.56,42021,5182,138338,3036
106.2,34495,4590,146659,1826
33.03,26643,1840,71976,601
107.17,11623,1566,86552,1168
53.6,1174,155,22743,136
9.48,19688,3212,56894,2849
16.73,14090,2044,41821,1716
8.17,31628,6112,94983,1903
0.13,17512,1086,40456,482
6.25,17131,2839,49238,1086
0.12,45893,7467,129123,5108
38.17,14937,1350,48415,1093
16.63,38171,5908,109272,3799
11.24,47612,7089,132554,3601
43.03,19646,1862,62714,1577
53.6,46615,7391,149806,4457
111.03,45975,8716,194025,3528
30.82,17386,1665,51651,1032
18.57,9795,1929,33236,599
10.93,37944,3173,93558,1025
7.54,11154,782,27253,529
7.18,2997,184,7876,135
15.79,9637,790,26360,302
144.06,22046,2234,141714,1385
0.03,8781,1404,24582,1072
6.59,7951,483,19162,400
6.26,25101,3164,66805,1849
37.88,14685,1876,50407,700
13.04,40096,3375,99420,1152
18.33,47138,2678,111591,2179
4.83,48223,4039,117171,1399
15.58,30217,2555,76282,2020
3.27,5695,872,16045,490
22.85,23874,2030,63357,1140
3.09,48665,4917,122186,3005
46.89,43791,2501,116142,954
25.08,9699,1392,32639,1037
38.62,6562,794,29092,381
16.27,13407,1364,36913,898
14.41,39236,6098,111697,1848
3.1,27631,4208,76575,1973
22.26,42274,4192,110759,1359
21.68,36810,5757,107451,2810
18.94,34668,3544,91177,1331
40.47,14514,1209,47946,413
53.6,31823,5027,108403,4065
41.68,29136,4638,94918,2406
4.66,10361,1863,30539,1481
29.19,2477,309,14384,258
2.51,40191,3410,97631,2058
35.59,49094,8617,151887,5520
14.43,1371,104,6002,71
4.26,37888,7228,112356,4964
59.43,45416,4359,135532,2694
28.56,28519,1506,72198,988
13.14,33302,2598,81976,1466
0.94,20082,2253,51474,1914
23.12,3871,225,14425,164
77.01,14973,1668,72073,815
27.22,41594,3345,107013,1675
106.89,41440,2189,149083,1254
4.4,18634,1767,46564,563
25.2,36992,3105,95834,2778
48.0,12217,1380,47963,801
22.37,5702,934,21363,714
2.86,15521,1962,41094,774
26.23,31774,5249,96510,3493
28.38,5267,529,20739,279
39.14,5586,290,24863,241
42.97,49798,9378,160567,8060
44.19,28292,2750,85022,1855
32.67,20906,2697,64633,907
7.29,10043,1208,27110,700
15.54,4924,676,16290,209
44.9,35983,6575,119884,4016
92.0,318,57,45044,34
2.47,32993,6504,98699,3579
23.01,13269,1715,40630,861
11.24,49193,9266,146600,5998
7.66,46558,5697,122661,2313
21.15,45474,2576,108689,813
27.95,9515,684,29837,528
0.29,4280,428,10707,330
45.45,38028,6039,121572,3911
51.42,19254,1197,62931,955
101.01,32709,3409,133224,2071
5.98,9866,1947,30197,591
27.08,30158,5062,92673,1968
16.69,2042,277,8877,159
12.23,11632,689,28847,563
25.02,20941,1092,53597,475
45.75,43474,2860,116720,916
0.7,29976,2969,74826,1625
104.6,1354,190,57149,64
49.8,33855,2695,98758,1698
41.73,15023,866,47853,288
42.86,31782,2022,87704,626
14.78,40979,4672,108159,4045
41.78,24439,4056,82662,2835
14.67,47692,8258,139483,3069
68.69,44961,4210,139438,2667
5.85,46608,6968,128763,3170
10.37,13218,1439,35301,1088
24.04,44779,8771,139308,6916
11.54,47869,5301,124201,3204
16.56,42377,4635,111299,2529
20.34,34239,4287,94500,2101
58.21,13263,713,52297,227
22.22,33228,3744,90412,2382
13.5,8204,1430,26039,865
8.54,14286,2025,39944,866
15.76,8649,1690,28876,1046
21.75,32362,3198,85787,1856
41.13,30178,2240,84743,1022
3.87,24268,3945,68641,2942
7.52,28566,1615,66237,722
14.32,35651,2635,87187,1503
13.41,32931,4150,89066,2573
14.91,18712,3050,55554,2399
47.33,36717,5145,115438,2841
11.75,22816,4545,70371,1927
20.91,32026,4747,92567,1466
29.34,4038,641,19226,289
7.93,41639,8289,125838,6219
38.05,22797,3165,73154,2507
23.76,12709,1997,41195,1318
17.76,13583,1286,37338,1117
49.79,10623,1386,45741,850
8.37,27089,5060,80689,2973
64.41,35026,6234,127069,4985
24.7,44829,4301,117301,1721
28.18,39264,4067,106344,1257
62.4,2383,421,31515,349
51.04,6336,587,33841,364
27.61,40677,7449,125851,5563
41.97,44826,7444,140468,5042
17.04,3205,233,11091,162
23.78,36420,5753,107403,3753
1.92,19959,3495,57526,2569
2.82,1938,138,4803,50
53.06,24897,2952,83877,1330
1.85,24537,4401,71204,2585
5.57,17379,1386,42344,1011
47.66,6013,705,32004,341
0.03,48740,6916,132060,5424
9.96,25660,1657,61175,562
26.31,26308,2152,70125,1666
27.15,35758,4291,100044,3087
45.04,47455,5032,135182,1706
21.15,43103,4254,112340,1356
21.36,48591,2621,115224,2107
38.76,14746,2789,55504,1078
20.71,21161,3824,66155,1728
28.13,40314,4389,110033,3676
68.42,44697,3450,134939,1744
15.4,22973,1386,55896,856
14.59,3558,243,11117,77
0.11,37265,5228,100671,3353
28.51,22367,3580,70246,2606
0.91,14682,1078,34797,688
21.04,32489,2174,80674,1707
48.93,14923,2293,58421,1756
23.95,40956,5224,113892,3068
9.43,7506,793,20424,544
46.28,30719,4876,101558,2272
9.43,7171,848,20029,436
39.62,21952,2629,69517,1769
28.27,45946,2405,111431,1674
5.59,48972,4769,122449,1674
70.66,37875,1922,115057,1521
6.72,42435,8002,125750,5459
136.94,22781,2143,136402,1063
0.22,42593,3282,101601,1430
9.17,10244,651,25132,430
6.69,44317,2525,102124,1811
0.42,11283,2063,32894,1768
39.54,21174,1593,62746,654
35.47,19980,2849,64766,1714
47.16,12449,1838,50279,1604
8.9,27593,2693,69978,2277
17.63,23710,4148,71860,2433
32.29,9457,776,31966,489
17.38,4661,283,14360,240
35.85,29944,1805,79646,576
30.15,7714,733,27371,649
3.65,2458,293,6730,259
45.57,31905,4607,102224,3992
38.26,11530,1836,44073,1614
32.0,16141,1239,47527,597
5.06,45971,7014,127580,2260
9.36,26826,2075,65458,976
14.99,10367,2069,33979,1049
9.85,11959,2318,37054,1185
7.76,45663,2984,107325,2113
49.1,10473,1552,45907,1269
30.5,24734,4587,80826,1987
25.0,7357,456,23245,259
7.68,22697,1556,54238,820
75.06,43018,4389,140495,3330
6.37,41244,2654,96561,1302
47.54,24089,4404,86584,1469
102.04,19103,3463,107059,1732
38.96,30269,5820,101796,2982
148.26,42740,3451,192993,2738
31.58,47371,2690,117067,1691
7.36,17061,1990,45069,1222
6.84,12246,2229,36531,1469
11.77,45337,6608,125733,4208
0.21,41130,8215,123339,5824
34.34,655,121,11977,101
9.39,42278,4604,109013,3802
50.65,3740,209,26549,124
13.35,46236,2347,106645,1896
19.62,2012,295,9842,241
101.17,19214,3600,107307,2785
8.32,38287,4465,100098,1452
38.32,24022,4351,81661,3033
42.21,48310,6522,142941,3182
7.49,29600,1915,69800,1577
20.85,14529,2466,46149,1159
12.93,49518,6134,132031,5221
44.34,36784,2120,98930,1418
29.22,13787,2373,47338,1630
19.39,23812,3896,71372,3243
45.34,14937,1771,53992,1578
8.04,48339,2558,110608,1241
42.03,12965,1322,46162,467
60.16,44753,5157,138620,3785
63.27,13019,973,56063,332
45.93,35194,2609,98996,1618
15.73,35669,2676,87836,1357
120.2,22036,2326,121595,1242
14.32,48887,8439,142678,3724
30.54,31061,5091,96013,3663
5.27,46401,2390,105356,1537
118.04,11122,572,89228,498
36.52,15397,949,46574,487
42.0,17468,2095,59019,1124
2.04,20583,3773,60176,1505
43.24,6563,507,29879,338
44.71,13732,1668,50753,595
33.42,29803,1672,77626,1472
10.36,17507,928,41320,785
20.18,46321,2368,109015,1704
3.51,45934,7372,129056,3615
19.14,41339,2214,97933,1137
8.38,17595,1602,44413,564
12.88,25859,3794,72999,1700
5.32,21564,3079,59137,1575
7.84,20426,1190,47900,676
2.39,33139,2932,81122,1696
75.73,45039,6571,155887,5460
22.68,49441,5381,131186,3066
15.16,10633,1274,30588,1114
22.97,12258,993,34986,347
29.69,20498,1140,54784,486
76.48,41010,4174,136335,2223
5.91,16249,2477,45600,2063
10.51,37811,6238,108515,2328
111.63,17252,2395,105449,1228
13.92,30872,3364,81160,1235
0.68,44835,6163,120513,4710
4.79,27407,4268,76678,2003
0.8,5266,859,14862,481
137.93,7689,493,98833,389
9.81,37666,6420,108967,2572
77.13,48086,2862,144351,2485
164.8,564,101,107416,54
27.48,2700,293,14066,145
1.01,1016,134,2752,55
2.55,9744,911,24247,528
19.71,6226,709,20372,629
15.63,7251,1281,23998,761
27.96,11760,1109,36455,633
17.33,165,22,4048,6
81.58,26401,3882,109052,1834
22.95,12988,934,36144,407
35.5,42559,7093,131158,2293
68.04,14099,2817,70345,1598
4.77,7293,534,17776,203
7.83,28640,4730,82025,2846
3.41,11101,799,26511,457
4.51,9178,1767,27670,766
21.56,24049,2685,66528,2091
11.62,24345,4795,74646,4104
16.51,19231,1157,47600,440
121.35,48620,8199,205073,2938
5.11,32911,3982,86310,2018
23.35,31643,2956,83707,1969
3.12,36710,5953,103460,4043
11.5,4805,698,15050,471
22.49,18372,3406,59107,2198
87.92,31934,2788,119024,1481
14.89,13740,2623,43467,2017
2.01,16112,2356,44146,2054
14.74,5983,703,18310,459
4.73,25395,1472,58663,635
7.84,17174,2829,49590,1802
28.88,49037,8765,149657,6602
2.09,6942,1190,19985,949
18.75,31656,5076,92751,3710
28.21,8401,1641,32497,1369
16.44,37426,6638,111374,5783
0.58,31679,5993,93345,3567
127.05,25190,4019,142076,2510
13.72,8928,1544,28118,775
45.23,38180,3565,109394,2478
11.82,726,109,4028,71
19.33,32937,2662,83433,1084
14.75,24033,1451,58154,1039
12.58,22097,3024,61545,2367
0.66,32691,5473,92773,2236
13.39,14532,906,36043,361
66.08,28475,2198,94797,1502
35.17,10142,648,33954,239
4.71,20803,3019,57212,2372
26.83,22445,1389,58784,952
66.83,11170,714,53228,228
36.12,11644,1043,39358,795
4.83,8159,738,20538,447
60.71,39652,5298,129445,3166
10.77,18118,993,42967,483
18.16,14193,2019,42349,949
22.41,44536,4977,119259,2987
57.02,2643,203,27826,61
80.47,16218,2400,80532,1864
79.63,7453,741,54139,570
0.24,13449,2341,38608,1735
76.49,868,172,36043,113
1.68,14263,2379,40529,1135
9.27,15195,2453,44065,1704
21.71,2703,279,11857,105
19.61,1091,142,7235,65
27.84,26404,1528,67794,499
19.59,43088,6855,124784,5591
81.71,16972,2567,83712,2045
8.25,8279,748,21483,426
9.61,4252,553,12757,311
76.05,49763,7558,170476,6466
2.4,27995,2944,70895,2075
28.21,26827,4261,82452,3091
34.35,27280,4624,87744,2383
21.13,834,69,6869,32
35.55,5778,549,24898,202
5.69,36177,3987,92967,1369
57.44,25046,2137,82546,1802
4.53,26749,4449,76224,3754
15.37,47596,6462,130513,2818
2.35,4801,513,12346,165
23.64,28881,1513,71073,768
33.24,13160,1301,42405,1133
85.02,26977,4733,116815,2286
40.34,10122,1634,41222,1338
23.37,18343,1102,47844,870
80.92,40587,6908,152110,5986
19.53,46983,3611,116335,2159
24.71,1016,201,9179,171
27.2,23748,4281,75992,3189
15.83,39549,7395,119221,6069
54.69,44235,7317,145279,5414
6.14,43694,6843,122364,3946
24.28,37560,3255,97376,2771
38.43,15955,2201,54826,1717
70.29,26836,4145,103865,2838
64.6,1435,133,29498,78
21.32,27292,2995,74482,1068
30.91,28394,5453,92647,4303
15.04,10992,1222,31009,671
18.94,43013,4185,111073,2158
71.02,48071,3176,141946,1392
80.08,25624,2593,100044,1620
67.73,401,56,28953,44
4.47,40608,2930,96338,1388
56.93,30012,4225,102626,3601
88.91,15003,2418,84010,1301
13.45,27264,4505,79518,3971
21.93,47295,9351,146481,6601
45.3,35569,4096,106863,2131
24.77,42535,2333,102899,2076
151.0,25289,4506,165886,2958
18.25,5744,359,17180,273
37.55,5620,1007,27778,575
47.19,33536,6620,116381,2459
20.44,2228,414,11147,363
58.34,15559,3027,68535,1492
23.7,39606,2118,95570,1801
15.91,16701,863,40890,728
3.42,9040,737,22081,263
15.0,37088,6297,108564,2322
39.72,24876,1577,70153,1052
76.26,31845,5158,122776,1658
8.7,19105,991,44447,547
13.17,38007,6068,108742,3741
5.02,31802,2783,78080,1163
35.21,821,95,12561,72
96.71,42011,8254,172843,4613
30.73,34749,4613,101080,2555
28.8,21665,1325,57681,583
24.19,18804,3402,60566,2832
2.78,39818,3924,99487,1203
39.22,10068,1387,39354,421
27.64,15198,2382,49572,2137
32.49,8990,1497,34726,468
68.72,721,82,30337,32
45.97,29757,4938,99787,4097
45.55,16943,1144,54976,765
78.59,25760,3319,102953,2240
137.96,24975,1330,137621,778
26.12,15798,1752,47029,683
3.46,26106,2733,66198,1421
18.44,24625,4844,77428,3539
46.48,38243,4194,113299,2479
0.84,23796,4427,69765,3266
1.76,31410,3621,81041,1102
2.09,27064,3518,71868,2439
39.4,6025,618,27503,405
20.86,31222,4558,89999,4032
13.81,39299,6321,112768,5336
3.35,33856,5710,96568,3769
39.53,24889,3835,81379,2476
11.61,17015,1692,44469,601
9.25,3017,300,8940,259
31.69,6985,713,26456,516
24.56,36487,2031,89215,1221
13.5,10510,2012,33560,1638
30.77,29309,2325,78778,1716
9.49,13674,1010,33860,644
47.52,31621,4200,100619,2618
7.81,29161,1665,67739,1424
5.19,39432,6927,114090,5399
45.76,30905,5607,105321,3038
36.92,35928,3940,102772,2668
6.05,14926,2921,45201,1220
3.71,48099,4744,120274,4079
54.68,30879,2749,95719,1971
44.96,35392,7023,120974,6152
11.89,12707,1112,33024,528
32.21,49941,5825,138145,2849
3.98,45812,6495,124495,5191
21.22,45983,4523,119468,2067
0.57,1200,129,3066,66
14.91,8410,1329,26342,1103
2.33,43828,6944,122554,4240
19.34,38169,6509,113135,3125
16.43,24301,3379,68826,1843
17.63,47840,4067,119716,2957
1.39,9333,932,23408,368
13.46,44195,8180,131760,7176
42.38,596,95,15460,56
13.81,30543,1930,73301,1464
37.68,4274,696,23590,501
13.84,5630,560,16633,396
16.51,15198,812,37810,448
24.9,44192,5416,121675,1762
90.28,28214,5149,125065,3835
3.46,34521,4026,89493,3511
1.0,40114,7955,120053,4797
28.09,46928,3599,119295,3139
